c,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M2505,,India,Amalgamated Amlo Dhori Open Cast Mine,AAD OCM,,,https://www.gem.wiki/Amlo_Dhori_Coal_Mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,1.57,2.59,2023,,Surface,Open Pit,-,50,Estimate,583,Estimate,Subbituminous,Thermal,,,,,31,,-,12,,,-,,,,Bokaro,Jharkhand,Southern Asia,Asia,23.76663448,85.98552098,Approximate,,,,,,,,,,,3.1,0.00,0.8,1.5,0.2,0.1,356
M2512,,India,Paoni-Il Coal Mine,Pauni-II Expansion OC (Phase-I),,,https://www.gem.wiki/Pauni-II_coal_mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,2.6,3.24,2023,,Surface,Open Pit,11,200,Exact,945,Exact,Subbituminous,Thermal,,,,,31,,-,10,2007,,11,,Wardha Valley,Sakhri,Chandrapur,Maharashtra,Southern Asia,Asia,19.82705027,79.25526677,Exact,Coal Plant,Dhopave Thermal Power Station (Mahagenco),https://www.gem.wiki/Dhopave_Thermal_Power_Station_(Mahagenco),,,,,,,,12.2,0.01,2.5,1.5,0.7,0.2,356
M2513,,India,Rajapur-South Jharia Coal Mine,Cluster 7,,,https://www.gem.wiki/Rajapur-South_Jharia_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,2,2.17,2023,,Surface,Open Pit,2.08,60,Estimate,760,Estimate,Bituminous,Thermal,,,,,-,,-,-,,,10,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.74879601,86.42139246,Exact,,,,,,,,,,,11.4,0.01,3.5,1.5,0.6,0.2,356
M2514,,India,Gare Palma IV 2 & 3 Coal Mine,Tranche 2023,,,https://www.gem.wiki/Gare_Palma_IV/2_%26_IV/3,,Operating,,,,Jindal Power Ltd [100%],E100000120684 [100%],,Jindal Group,India,5,6.25,2024,,Underground & Surface,Mixed,8.75,60,Estimate,1440,Estimate,Subbituminous,Thermal,,,,,187,,247,30,2023,,-,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.1199,83.5362,Exact,Coal Plant,,,,,,,,,,8.4,0.01,0.9,1.5,0.5,0.2,356
M2515,,India,Mata No Madh Lignite Coal Mine,Mata Na Madh Lignite Project,,,https://www.gem.wiki/Mata_No_Madh_Lignite_Mine,,Operating,,,,Gujarat Mineral Development Corporation Ltd [100%],E100001000669 [100%],,Government of Gujarat,India,*,3.23,2023,,Surface,Open Pit,17.53,50,Estimate,577,Estimate,Lignite,Thermal,,,,,29,,-,9,,,-,,,,Kutch,Gujarat,Southern Asia,Asia,23.510726,68.958531,Exact,,,,,,,,,,,3.9,0.00,0.8,1.5,0.2,0.1,356
M2588,,India,Saunda-D Coal Mine,Barka Sayal Area,,,https://www.gem.wiki/Saunda_D_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.9,0.17,2022,,Underground & Surface,,3.32,60,Estimate,438,Estimate,Subbituminous,Thermal,,,,,1,,-,6,1946,,20,,South Karanpura,,Ramgarh,Jharkhand,Southern Asia,Asia,23.659463,85.337532,Exact,,,,,,,,,,,0.2,0.00,0.9,1.5,0,0,356
M2598,,India,Mudidih Coal Mine,"Mudidih Colliery, cluster v",,,https://www.gem.wiki/Mudidih_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,1.75,0.82,2023,,Underground,,-,300,Estimate,727,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,30,2020,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.74128,86.35299,Exact,,,,,,,,,,,4.3,0.00,3.3,1.6,0.2,0.1,356
M2601,,India,Ningah Coal Mine,"Cluster 8, Ningha UG",,,https://www.gem.wiki/Ningah_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.36,0.02,2023,,Underground,,10.72,300,Estimate,429,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,50,2023,,,,West Bengal,Southern Asia,Asia,23.6743,87.0333,Exact,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2602,,India,Gopalichak Coal Mine,"Cluster 11, Gopalichuk",,,https://www.gem.wiki/Gopalichak_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,*,0.17,2022,,Surface,Open Pit,2.42,50,Estimate,322,Estimate,Bituminous,Met,,,,,14,,-,82,,,-,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.77983,86.343243,Exact,,,,,,,,,,,0.8,0.00,3,1.5,0,0,356
M2616,,India,Maheshpur Coal Mine,Cluster 3,,,https://www.gem.wiki/Maheshpur_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,*,0.04,2022,,Underground,,-,300,Estimate,395,Estimate,Bituminous,Met,,,,,19,,-,475,,,-,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.786246,86.25564,Exact,,,,,,,,,,,0.7,0.00,10.9,1.6,0,0,356
M2618,,India,Kharkharee Colliery,Cluster 15,,,https://www.gem.wiki/Kharkharee_Colliery,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,0.12,0.005,2023,,Underground,,5.84,300,Estimate,394,Estimate,Bituminous,Met,,,,,46,,415,9200,1972,,30,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.777233,86.239083,Exact,,,,,,,,,,,0.1,0.00,10.9,1.6,0,0,356
M2623,,India,Kumardhubi Coal Mine,Cluster 2,,,https://www.gem.wiki/Kumardhubi_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.1,0.02,2023,,Underground,,6.67,300,Estimate,429,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,18,2022,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.7761,86.7274,Approximate,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2624,,India,Bejdih Coal Mine,Cluster 6,,,https://www.gem.wiki/Bejdiha_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.1,0.038,2023,,Underground,,2.42,300,Estimate,431,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,20,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6935,86.8753,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2625,,India,Chapuikhas Colliery,Cluster 9,,,https://www.gem.wiki/Chapuikhas_Colliery,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.42,0.0238,2023,,Underground,,4.12,300,Estimate,429,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,50,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6545,87.0449,Approximate,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2626,,India,Patmohana Coal Mine,"Cluster 6, Patmohna",,,https://www.gem.wiki/Patmohana_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.12,0.05,2023,,Underground,,5.37,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,40,2023,,,,West Bengal,Southern Asia,Asia,23.6853,86.8903,Exact,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2634,,India,Khoodia Coal Mine,Cluster 1,,,https://www.gem.wiki/Khoodia_OC_Patch_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.035,0.025,2023,,Underground & Surface,,1.86,60,Estimate,476,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,10,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.773738,86.729687,Exact,,,,,,,,,,,0,0.00,0.9,1.5,0,0,356
M2635,,India,Maohusudanpur 7 Pit & Incline Coal Mine,"Cluster 10, Madhusudanpur UG",,,https://www.gem.wiki/Maohusudanpur_7_Pit_%26_Incline_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.07,0.02,2023,,Underground,,3.38,300,Estimate,428,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,5,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6338,87.2037,Approximate,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2636,,India,Methani Coal Mine,"Cluster 6, Mithani UG",,,https://www.gem.wiki/Methani_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.2,0.05,2023,,Underground,,3.48,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,20,2023,,,,West Bengal,Southern Asia,Asia,23.6946,86.8902,Exact,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2637,,India,Jogidih Coal Mine,Cluster 3,,,https://www.gem.wiki/Jogidih_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India,India,*,0.02,2022,,Underground,,1.67,300,Estimate,382,Estimate,Bituminous,Met,,,,,11,,-,550,,,30,2013,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.808718,86.257656,Exact,,,,,,,,,,,0.3,0.00,10.9,1.6,0,0,356
M2643,,India,Dhemonmain Coal Mine,"Cluster 6, Dhemomain",,,https://www.gem.wiki/Dhemonmain_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.21,0.047,2023,,Underground,,16.23,300,Estimate,431,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.7046,86.9087,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2644,,India,CL Jambad Coal Mine,Cluster 11,,,https://www.gem.wiki/CL_Jambad_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.9,0.058,2023,,Underground,,-,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,,,West Bengal,Southern Asia,Asia,23.65457,87.197937,Exact,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2650,,India,Khadsaliya Lignite Mine,,,,https://www.gem.wiki/Khadsaliya_Lignite_Mine,,Operating,,,,GHCL Ltd [100%],E100000131616 [100%],,GHCL Limited,India,*,0.169,2023,,Surface,Open Pit,-,50,Estimate,359,Estimate,Lignite,Thermal,,,,,-,,-,-,2004,,-,,,,Bhavnagar,Gujarat,Southern Asia,Asia,21.6259,72.2397,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2654,,India,Hariajam Coal Mine,Cluster 1,,,https://www.gem.wiki/Hariajam_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.08,0.047,2023,,Underground,,3.16,300,Estimate,431,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2016,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.792582,86.690235,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2655,,India,Chinakuri III Coal Mine,Cluster 6,,,https://www.gem.wiki/Chinakuri_III_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.2,0.068,2023,,Underground,,2.09,300,Estimate,439,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6853,86.8596,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2656,,India,Narsamunda Coal Mine,"Cluster 6, Narsamuda",,,https://www.gem.wiki/Narsamunda_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.19,0.05,2023,,Underground,,2.65,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,10,2023,Sodepur,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6901,86.9149,Exact,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2658,,India,Parbelia Coal Mine,Cluster 5,,,https://www.gem.wiki/Parbelia_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.19,0.043,2023,,Underground,,27.3,300,Estimate,431,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2014,,,,West Bengal,Southern Asia,Asia,23.677978,86.826699,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2665,,India,Tikak Colliery,Makum,,,https://www.gem.wiki/Tikak_coal_mine,,Operating,,,,North Eastern Coalfields Ltd [100%],E100001000808 [100%],,Coal India,India,*,0.2,2023,,Surface,Open Pit,-,50,Estimate,339,Estimate,Subbituminous,Thermal,,,,,24,,-,120,1986,,-,,Makum,Ledo,Tinsukia,Assam,Southern Asia,Asia,27.283288,95.733648,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2666,,India,Piparia Coal Mine,Pipariya UG,,,https://www.gem.wiki/Piparia_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,0.24,0.11,2022,,Underground,Bord and Pillar,11,300,Estimate,283,Estimate,Subbituminous,Thermal,,,,,4,,39,36,1990,,-,,Umaria,,Umaria,Madhya Pradesh,Southern Asia,Asia,23.508797,80.867107,Exact,,,,,,,,,,,0.6,0.00,3.3,1.6,0,0,356
M2667,,India,Patansaongi Coal Mine,Patansaoungi,,,https://www.gem.wiki/Patansaongi_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.3,0.0386,2023,,Underground,Bord and Pillar,4.1,300,Estimate,357,Estimate,Subbituminous,Thermal,,,,,13,,-,337,1976,,20,,Kamptee,Patansaongi,Nagpur,Maharashtra,Southern Asia,Asia,21.32306943,79.04498757,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2668,,India,Central Kajora Coal Mine,Cluster 10,,,https://www.gem.wiki/Central_Kajora_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.25,0.071,2023,,Underground,,2.91,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,20,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.600612,87.187419,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2669,,India,Satgram Coal Mine,"Satgram Incline, Cluster 8",,,https://www.gem.wiki/Satgram_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.6,0.06,2023,,Underground,,7.54,300,Estimate,439,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,30,2023,,,,West Bengal,Southern Asia,Asia,23.6827,87.0703,Exact,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2670,,India,Lower Kenda Coal Mine,Cluster 11,,,https://www.gem.wiki/New_Kenda_mines,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.15,0.05,2023,,Underground,,-,300,Estimate,437,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,,,West Bengal,Southern Asia,Asia,23.650379,87.183894,Exact,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2671,,India,Khandra Coal Mine,Cluster 11,,,https://www.gem.wiki/Khandra_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.1,0.09,2023,,Underground,,3.88,300,Estimate,443,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,,,West Bengal,Southern Asia,Asia,23.641359,87.222658,Exact,,,,,,,,,,,0.5,0.00,3.3,1.6,0,0,356
M2687,,India,Kumda 7&8 Coal Mine,,,,https://www.gem.wiki/Kumda_7%268_Coal_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,0.6,0.02,2022,,Underground,,5,300,Estimate,251,Estimate,Subbituminous,Thermal,,,,,1,2023,-,50,1984,,-,,,,Surguja,Chhattisgarh,Southern Asia,Asia,23.2074,83.0056,Approximate,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2692,,India,Manoerboni & South Samlaamalgateo Coal Mine,"Cluster 12, Manderboni-South Samla UG",,,https://www.gem.wiki/Manoerboni_%26_South_Samlaamalgateo_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.28,0.06,2023,,Underground,,10.25,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.7112,87.314,Approximate,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2695,,India,Nandira Coal Mine,Talcher Coalfield,,,https://www.gem.wiki/Nandira_Coal_Mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India,India,0.33,0.06,2022,,Underground,Bord and Pillar,3.7,118,Exact,353,Estimate,Subbituminous,Thermal,,,,,4,2023,-,67,1962,,13,,Mahanadi,Nandira Colliery,Angul,Odisha,Southern Asia,Asia,20.92738,85.124509,Exact,,,,,,,,,,,0.2,0.00,1.6,1.6,0,0,356
M2698,,India,Kumardihi A Coal Mine,Cluster 12,,,https://www.gem.wiki/Kumardihi_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.2,0.09,2023,,Underground,,4.57,300,Estimate,443,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.682205,87.276089,Exact,,,,,,,,,,,0.5,0.00,3.3,1.6,0,0,356
M2701,,India,Siduli Coal Mine,Cluster 11,,,https://www.gem.wiki/Siduli_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,2.1,0.05,2023,,Underground & Surface,,3.35,60,Estimate,483,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,,,West Bengal,Southern Asia,Asia,23.649929,87.2091,Exact,,,,,,,,,,,0.1,0.00,0.9,1.5,0,0,356
M2707,,India,Dhori- Khas Coal Mine,"Dhori Area, Dhori Group of 3 Mines",,,https://www.gem.wiki/Dhori-Khas_Coal_Mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.166,0.13,2022,,Underground,,2.1,180,Exact,414,Estimate,Subbituminous,Thermal,,,,,3,,-,23,,,-,,,,,Jharkhand,Southern Asia,Asia,23.781699,86.013284,Exact,,,,,,,,,,,0.5,0.00,2.3,1.6,0,0,356
M2708,,India,Ballarpur UG Coal Mine,"Ballarpur Underground Coal Mine Project, Ballarpur 3 & 4 Pit, Mana Incline, Nandgaon",,,https://www.gem.wiki/Ballarpur_UG_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.6,0.12,2022,,Underground,Bord and Pillar,16.2,265,Exact,282,Estimate,Subbituminous,Thermal,,,,,3,,-,25,,,5,,Wardha Valley,Ballarpur,Chandrapur,Maharashtra,Southern Asia,Asia,19.84253529,79.34803771,Exact,,,,,,,,,,,0.6,0.00,3.1,1.6,0,0,356
M2709,,India,Mahadevpuri Coal Mine,Mahadeopuri UG,,,https://www.gem.wiki/Mahadevpuri_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.25,0.03,2024,,Underground,,1.73,300,Estimate,319,Exact,Subbituminous,Thermal,,,,,18.93,2024,-,631,1989,,-,,,,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.1806,78.7698,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2717,,India,Gidi - A Open Cast Coal Mine,"Argada Area, Giddi A OC",,,https://www.gem.wiki/Gidi_A_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.9,0.23,2022,,Surface,Open Pit,-,50,Estimate,309,Estimate,Subbituminous,Thermal,,,,,2.76,2023,-,12,1993,,5,2023,South Karanpura,,Hazaribagh,Jharkhand,Southern Asia,Asia,23.691251,85.359806,Exact,,,,,,,,,,,0.3,0.00,0.8,1.5,0,0,356
M2719,,India,Kunustoria Coal Mine,"Cluster 10, Kunustoria & Amrasota UG",,,https://www.gem.wiki/Kunustoria_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.6,0.08,2023,,Underground,,5.1,300,Estimate,444,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.649796,87.13004,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2723,,India,Silewara Colliery,Silewara UG Mine,,,https://www.gem.wiki/Silewara_Colliery,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India,India,0.6,0.069,2023,,Underground,Bord and Pillar,4.39,300,Estimate,251,Estimate,Subbituminous,Thermal,,,,,3,,-,43,,,-,,Nagpur,Silewara,Nagpur,Maharashtra,Southern Asia,Asia,21.2990357,79.12341847,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2727,,India,Kathara Coal Mine,Kathara Area,,,https://www.gem.wiki/Kathara_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,1.5,0.29,2022,,Surface,Open Pit,7.73,50,Estimate,352,Estimate,Subbituminous,Thermal,,,,,22.16,2022,-,76,,,-,,,,,Jharkhand,Southern Asia,Asia,23.775944,85.911907,Approximate,,,,,,,,,,,0.4,0.00,0.8,1.5,0,0,356
M2728,,India,JK Nagar Coal Mine,"Cluster 9, JK Nagar UG & OC and Puresearsol UG",,,https://www.gem.wiki/JK_Nagar_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.42,0.17,2023,,Underground & Surface,Mixed,12.37,60,Estimate,564,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,50,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.650069,87.071513,Exact,,,,,,,,,,,0.2,0.00,0.9,1.5,0,0,356
M2729,,India,Giridih Coal Mine,"Giridih Area, Giridih - Kabribad Mine",,,https://www.gem.wiki/Giridih_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India,India,0.23,0.2,2022,,Surface,Open Pit,2.79,180,Exact,337,Estimate,Subbituminous,Thermal,,,,,3.6,2018,-,18,1871,,-,,,,,Jharkhand,Southern Asia,Asia,24.1734,86.2539,Approximate,,,,,,,,,,,0.7,0.00,2.3,1.5,0,0,356
M2739,,India,Chora UG Coal Mine,"Cluster 11, CBI UG",,,"https://www.gem.wiki/Chora_Incline_and_Chora_7,_9,_%26_10_Coal_Mine",,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.1,0.04,2023,,Underground,,-,300,Estimate,430,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,Burdwan,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.672877,87.203167,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2743,,India,KK 5 Inc Coal Mine,"Kalyankhani No.5 incline, MM Area",,,https://www.gem.wiki/KK_5_Inc_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,Government of Telengana [51%]; Government of India [49%],India,0.5,0.197,2023,,Underground,Bord and Pillar,7.55,245,Exact,295,Estimate,Subbituminous,Thermal,,,,,1,2023,-,5,1958,,7,,,,Mancherial,Telangana,Southern Asia,Asia,18.8278,79.4833,Exact,,,,,,,,,,,0.9,0.00,2.9,1.6,0.1,0,356
M2746,,India,Tilaboni Coal Mine,Cluster 12,,,https://www.gem.wiki/Tilaboni_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,1.8,0.12,2023,,Underground,,8.27,300,Estimate,631,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.661247,87.275026,Exact,,,,,,,,,,,0.6,0.00,3.3,1.6,0,0,356
M2749,,India,New Kenda Coal Mine,Cluster 11,,,https://www.gem.wiki/New_Kenda_mines,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.9,0.62,2023,,Underground & Surface,Mixed,-,60,Estimate,581,Estimate,Subbituminous,Thermal,,,,,-,,-,-,2018,,-,,,,,West Bengal,Southern Asia,Asia,23.6657,87.1624,Exact,,,,,,,,,,,0.8,0.00,0.9,1.5,0,0,356
M2750,,India,Bartunga Hill Coal Mine,,,,https://www.gem.wiki/Bartunga_Hill_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India,India,*,0.02,2022,,Underground,,-,300,Estimate,425,Estimate,Subbituminous,Thermal,,,,,-,,362,-,,,-,,,,Korea,Chhattisgarh,Southern Asia,Asia,23.174,82.335,Exact,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2764,,India,Parascole East & West Coal Mine,Cluster 10,,,https://www.gem.wiki/Parascole_East_%26_West_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India,India,0.54,0.13,2023,,Underground & Surface,Mixed,3.48,50,Estimate,533,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,15,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.645281,87.186307,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
